GeneSymbol	D3_INT_EPI_GL_C	D3_ISO2_EPI_1	D3_ISO2_EPI_2
MIR1302-1_ENSG00000283507	0	0	0
U6_ENSG00000283509	0	0	0
ENSG00000283511	2.56	0.93	1.54
MIR941-3_ENSG00000283513	0	0	0
MIR3975_ENSG00000283514	0	0	0
ENSG00000283515	0.67	0.21	0.82
LITAFD	0	0	0
LINC02775	0	0	0
U2_ENSG00000283519	0	0	0
MIR3150A_ENSG00000283522	0	0	0
MIR3926-2_ENSG00000283523	0	0	0
OR11J7P_ENSG00000283524	0	0	0
ENSG00000283525	0	0	0
PRRT1B	0	0	0
U6_ENSG00000283527	0	0	0
TCAF2C	0	0	0
ENSG00000283529	0	0	0
MIR4317_ENSG00000283532	0	0	0
MIR374C_ENSG00000283534	0	0	0
ENSG00000283535	0	0	0
ENSG00000283536	0	0	0
ENSG00000283537	0	0	0
ENSG00000283538	0.03	0	0
MIR520F_ENSG00000283540	0	0	0
ENSG00000283541	0	0	0
OASL2P_ENSG00000283542	0	0	0
ENSG00000283544	0	0	0
U6_ENSG00000283545	0	0	0
ENSG00000283546	0	0	0
MTATP6P8_ENSG00000283547	0	0	0
ENSG00000283549	0.18	0	0
MIR2054_ENSG00000283550	0	0	0
SNORD98_ENSG00000283551	0	0	0
LINC02341	0	0	0
U2_ENSG00000283555	0	0	0
MIR376B_ENSG00000283556	0	0	0
MIR3158-2_ENSG00000283558	0	0	0
CEP192P1_ENSG00000283559	0	0	0
MIR376A2_ENSG00000283561	0	0	0
IGHVIII-44	0	0	0
ENSG00000283563	0	0	0
U6_ENSG00000283564	0	0	0
ENSG00000283566	0	0	0
C19orf85	0	0	0
ENSG00000283568	7.33	0	0
MIR4773-2_ENSG00000283569	0	0	0
ENSG00000283571	0	0	0
MIR4251_ENSG00000283572	0	0	0
ENSG00000283573	0	0	0
U6_ENSG00000283575	0	0	0
ENSG00000283576	0	0	0
MTND5P42_ENSG00000283578	0	0	0
ENSG00000283579	0	0	0
ENSG00000283580	0	0	0
SULT6B2P_ENSG00000283582	0	0	0
ENSG00000283583	0	0	0
ENSG00000283584	0	0	0
GKN3P_ENSG00000283586	0	0	0
ENSG00000283587	0	0	0
MIR376A1_ENSG00000283588	0	0	0
MIR4430_ENSG00000283591	0	0	0
ENSG00000283592	0	0	0
FAM236C	0	0	0
FAM169B	0	0	0
MIR1295B_ENSG00000283598	0	0	0
ENSG00000283599	0	0	0
MS4A19P_ENSG00000283601	0	0	0
ENSG00000283602	0	0	0
MIR4302_ENSG00000283603	0	0	0
MIR338_ENSG00000283604	0	0	0
OR4C48P_ENSG00000283605	0	0	0
IGHVII-30-21	0	0	0
ENSG00000283608	0	0	0
MIR4662A_ENSG00000283609	0	0	0
TMEM274P_ENSG00000283611	0	0	0
MIR103B1_ENSG00000283612	0	0	0
CUPIN1P_ENSG00000283613	0	0	0
MIR7973-2_ENSG00000283614	0	0	0
MIR924_ENSG00000283615	0	0	0
MIR5683_ENSG00000283616	0	0	0
ENSG00000283618	0	0	0
MIR6759_ENSG00000283621	0	0	0
MIR4328_ENSG00000283622	0	0	0
TEDDM3P_ENSG00000283625	0	0	0
MTATP6P10_ENSG00000283626	0	0	0
ENSG00000283627	0	0	0
ENSG00000283629	0	0	0
ENSG00000283631	0	0	0
EXOC3L2	0	0	0
ENSG00000283633	1.82	2.46	1.83
MIR3155B_ENSG00000283634	0	0	0
ENSG00000283635	0	0	0
ENSG00000283636	0	0	0
MIR4776-2_ENSG00000283637	0	0	0
AC002407.1	0	0	0
MIR9500_ENSG00000283639	0	0	0
ETDC	0	0	0
MIR5583-2_ENSG00000283645	0	0	0
LINC02009	0	0	0.05
ENSG00000283647	0	0	0
ENSG00000283653	0	0	0
LMLN2	0	0	0
MIR4483_ENSG00000283656	0	0	0
ENSG00000283657	0	0	0
ENSG00000283659	0	0	0
ENSG00000283662	0	0	0
ENSG00000283663	0	0	0
MIR4679-1_ENSG00000283664	0	0	0
MIR3974_ENSG00000283665	0	0	0
U6_ENSG00000283666	0	0	0
ENSG00000283667	0.02	0	0.07
CD200LP_ENSG00000283669	0	0	0
MIR4678_ENSG00000283672	0	0	0
MIR4531_ENSG00000283673	0	0	0
ENSG00000283674	0.24	0.2	0.39
ENSG00000283675	0	0	0
MIR5087_ENSG00000283676	0	0	0
MIR3913-2_ENSG00000283677	0	0	0
MIR6830_ENSG00000283678	0	0	0
ENSG00000283679	0	0	0
OR11K1P_ENSG00000283680	0	0	0
MIR548AH_ENSG00000283682	0	0	0
MYOCOS	0	0	0
ENSG00000283684	0	0	0
MIR522_ENSG00000283685	0	0	0
ENSG00000283686	0	0	0
MIR6715B_ENSG00000283688	0	0	0
ENSG00000283689	0	0	0
MIR3116-2_ENSG00000283690	0	0	0
ENSG00000283691	0	0	0
ENSG00000283692	0	0	0
MIR3202-2_ENSG00000283694	0	0	0
ENSG00000283695	0	0	0
ENSG00000283696	0.03	0.1	0.05
HSFX3	0	0	0
VINAC1P_ENSG00000283698	0	0	0
MIR4481_ENSG00000283699	0	0	0
MIR555_ENSG00000283701	0	0	0
VSIG10L2	0	0	0
ENSG00000283704	0	0	0
MIR92A1_ENSG00000283705	0	0	0
PRSS50_ENSG00000283706	0	0	0
FAM238C_ENSG00000283709	0	0	0
MIR1204_ENSG00000283710	0	0	0
MIR6727_ENSG00000283712	0	0	0
MIR6831_ENSG00000283717	0	0	0
MIR6884_ENSG00000283721	0	0	0
MIR6732_ENSG00000283724	0	0	0
MIR5193_ENSG00000283726	0	0	0
MIR7108_ENSG00000283728	0	0	0
MIR146A_ENSG00000283733	0	0	0
MIR4785_ENSG00000283734	0	0	0
MIR484_ENSG00000283736	0	0	0
ENSG00000283737	0	0	0
TAF11L11	0	0	0
ENSG00000283743	0	0	0
MIR6755_ENSG00000283744	0	0	0
MIR196B_ENSG00000283745	0	0	0
MIR4781_ENSG00000283749	0	0	0
MIR452_ENSG00000283751	0	0	0
ENSG00000283752	0	0	0
CPHXL	0	0	0
ENSG00000283757	0	0	0
PMIS2	0	0	0
MIR614_ENSG00000283759	0	0	0
ENSG00000283761	0.45	0.61	0.56
MIR20A_ENSG00000283762	0	0	0
MIR6850_ENSG00000283764	0	0	0
ENSG00000283765	0.08	0	0.03
ENSG00000283766	0	0	0.04
MIR1178_ENSG00000283768	0	0	0
ENSG00000283769	0	0	0
MIR6849_ENSG00000283770	0	0	0
MIR6778_ENSG00000283772	0	0	0
ENSG00000283773	0	1.76	0
MIR632_ENSG00000283774	0	0	0
MIR4329_ENSG00000283775	0	0	0
TAF11L13	0	0	0
ENSG00000283782	0.37	0	0.54
MIR622_ENSG00000283783	0	0	0
MIR15A_ENSG00000283785	0	0	0
PRR33	0	0.01	0.01
MIR936_ENSG00000283788	0	0	0
MIR7846_ENSG00000283789	0	0	0
MIR612_ENSG00000283791	0	0	0
MIR4453_ENSG00000283792	0	0	0
MIR6861_ENSG00000283793	0	0	0
MIR4426_ENSG00000283795	0	0	0
MIR6510_ENSG00000283796	0	0	0
MIR29B1_ENSG00000283797	0	0	0
MIR630_ENSG00000283798	0	0	0
MIR1182_ENSG00000283799	0	0	0
MIR1302-11_ENSG00000283801	0	0	0
MIR3198-2_ENSG00000283803	0	0	0
MIR636_ENSG00000283805	0	0	0
ENSG00000283809	0	0	0
MIR4485_ENSG00000283813	0	0	0
MIR18A_ENSG00000283815	0	0	0
MIR7844_ENSG00000283818	0	0	0
MIR144_ENSG00000283819	0	0	0
MIR6875_ENSG00000283821	0	0	0
MIR639_ENSG00000283822	0	0	0
MIR22_ENSG00000283824	0	0	0
ENSG00000283828	0	0	0
MIR378I_ENSG00000283829	0	0	0
MIR6734_ENSG00000283836	0	0	0
ENSG00000283839	0	0	0
MIR6764_ENSG00000283840	0	0	0
MIR4751_ENSG00000283842	0	0	0
MIR214_ENSG00000283844	0	0	0
MIR4721_ENSG00000283845	0	0	0
MIR6872_ENSG00000283848	0	0	0
ENSG00000283849	0.03	0	0.01
MIR4738_ENSG00000283853	0	0	0
MIR7703_ENSG00000283856	0	0	0
MIR1247_ENSG00000283857	0	0	4.62
MIR3674_ENSG00000283858	0	0	0
MIR3960_ENSG00000283863	0	0	0
MTND3P18_ENSG00000283865	0	0	0
MIR1307_ENSG00000283867	0	0	0
MIR130B_ENSG00000283871	0	0	0
SSU72P4	0	0	0
MIR3911_ENSG00000283874	0	0	0
MIR4260_ENSG00000283876	0	0	0
ENSG00000283877	0	0	0
MTND6P35_ENSG00000283879	0	0	0
MIR7704_ENSG00000283880	0	0	0
MIR3916_ENSG00000283881	0	0	0
MIR3714_ENSG00000283885	0	0	0
MIR1469_ENSG00000283888	0	0	0
MIR628_ENSG00000283891	0	0	0
MIR1324_ENSG00000283894	0	0	0
ENSG00000283897	0	0.09	0
MIR761_ENSG00000283899	0	0	0
TPTEP2-CSNK1E_ENSG00000283900	0	0	0.1
MIR155_ENSG00000283904	0	0	0
IGHV4-80	0.43	1.01	0
ENSG00000283907	15.49	180.09	18.45
ENSG00000283913	0	0	0
ENSG00000283914	0	0	0
MIR6743_ENSG00000283920	0	0	0
MIR1302-9_ENSG00000283921	0	0	0
MIR6132_ENSG00000283923	0	0	0
MIR192_ENSG00000283926	0	0	0
MIR133A1_ENSG00000283927	0	0	0
MIR637_ENSG00000283928	0	0	0
MIR5010_ENSG00000283929	0	0	0
PLD5P1_ENSG00000283930	0.01	0.06	0.02
MIR18B_ENSG00000283931	0	0	0
MIR6878_ENSG00000283933	0	0	0
MIR423_ENSG00000283935	0	0	0
MIR3658_ENSG00000283936	0	0	0
MIR3917_ENSG00000283938	0	0	0
MTND3P15_ENSG00000283940	0	0	0
MIR600_ENSG00000283941	0	0	0
MIR4709_ENSG00000283944	0	0	0
REXO6P_ENSG00000283945	0	0	0
IGHVIII-16-1	0	0	0
MIR6791_ENSG00000283950	0	0	0
ENSG00000283952	0	0	0
MIR3610_ENSG00000283956	0	0	0
MIR1248_ENSG00000283958	0	38.63	0
ENSG00000283959	0	0	0
TAF11L8	0	0	0
MIR6838_ENSG00000283969	0	0	0
MIR4442_ENSG00000283971	0	0	0
FAM247A_ENSG00000283972	0	0	0
ENSG00000283973	0	0	0
ENSG00000283977	0	0	0
MIR365B_ENSG00000283978	0	0	0
GNG14	0	0	0
ENSG00000283982	0	0	0
TAF11L9	0	0	0
MIRLET7A3_ENSG00000283990	0	0	0
ENSG00000283991	0	0	0
SLURP2	0	0	0
ENSG00000283994	0	0	0
MIR492_ENSG00000283998	0	0	0
ENSG00000283999	0	0	0
MIR4458_ENSG00000284000	0	0	0
ENSG00000284003	0	0	0
MIR6084_ENSG00000284005	0	0	0
MIR6511B1_ENSG00000284008	0	0	0
MIR675_ENSG00000284010	0	0	0
MIR6502_ENSG00000284011	0	0	0
MIR6840_ENSG00000284012	0	0	0
MIR1281_ENSG00000284015	0	0	0
SSU72P5	0	0	0
MIR4697_ENSG00000284020	0	0	0
HSPA14	0.6	0.72	0.68
MIR497_ENSG00000284027	0	0	0
MIR4468_ENSG00000284028	0	0	0
MIR6805_ENSG00000284029	0	0	0
MIR4761_ENSG00000284031	0	0	0
MIR29A_ENSG00000284032	0	0	0
MIR5196_ENSG00000284034	0	0	0
MIR5187_ENSG00000284035	0	0	0
MIR10A_ENSG00000284038	0	0	0
MIR296_ENSG00000284040	0	0	0
TAF11L6	0	0	0
MIR20B_ENSG00000284043	0	0	0
MIR6836_ENSG00000284047	0	0	0
ENSG00000284048	0	0	0
MIR650_ENSG00000284049	0	0	0
ENSG00000284052	0.02	0	0.08
MIR7112_ENSG00000284054	0	0	0
MIR4315-1_ENSG00000284055	0	0	0
ENSG00000284057	1.7	1.95	1.87
MIR5572_ENSG00000284059	0	0	0
ENSG00000284060	0	0	0
MIR4469_ENSG00000284062	0	0	0
MIR6834_ENSG00000284064	0	0	0
MIR6887_ENSG00000284065	0	0	0
MIR6837_ENSG00000284067	0	0	0
ENSG00000284070	0.04	0	0.07
ENSG00000284071	0	0	0
MIR4758_ENSG00000284074	0	0	0
SNORD138_ENSG00000284078	0	0	0
MIR4775_ENSG00000284079	0	0	0
MIR1199_ENSG00000284081	0	0	0
MIR7109_ENSG00000284082	0	0	0
AOX3P-AOX2P_ENSG00000284084	0	0	0
MIR4732_ENSG00000284085	0	0	0
MIR6844_ENSG00000284087	0	0	0
MIR5703_ENSG00000284092	0	0	0
MIR6073_ENSG00000284094	0	0	0
ENSG00000284095	0.04	0	0
ENSG00000284098	0	0	0
MIR19B2_ENSG00000284107	0	0	0
MIR611_ENSG00000284108	0	0	0
MIR195_ENSG00000284112	0	0	0
MIR6800_ENSG00000284114	0	0	0
ENSG00000284116	0.13	0.26	0.09
MIR6883_ENSG00000284117	0	0	0
MIR4707_ENSG00000284118	0	0	0
MIR198_ENSG00000284121	0	0	0
MIR6717_ENSG00000284122	0	0	0
MIR1825_ENSG00000284125	0	0	0
BCRP3_ENSG00000284128	0	0	0
MIR6789_ENSG00000284129	0	0	0
TUBA3FP_ENSG00000284130	0	0	0
MIR568_ENSG00000284134	0	0	0
MIR3654_ENSG00000284135	0	0	0
ATP6V0CP4_ENSG00000284138	0	0.64	0.94
MIR1234_ENSG00000284139	0	0	0
MIR3618_ENSG00000284140	0	0	0
MIR6845_ENSG00000284142	0	0	0
MIR4700_ENSG00000284143	0	0	0
MIR6866_ENSG00000284144	0	0	0
MIR922_ENSG00000284146	0	0	0
MIR3150B_ENSG00000284147	0	0	0
MIR6756_ENSG00000284148	0	0	0
MIR4784_ENSG00000284149	0	0	0
MIR6758_ENSG00000284152	0	0	0
MIR3605_ENSG00000284154	0	0	0
MIR194-2_ENSG00000284155	0	0	0
MIR106A_ENSG00000284157	0	0	0
MIR6822_ENSG00000284158	0	0	0
MIR3940_ENSG00000284159	0	0	0
MIR7706_ENSG00000284160	0	0	0
MIR4523_ENSG00000284162	0	0	0
MIR3620_ENSG00000284163	0	0	0
MTATP6P5_ENSG00000284167	0	0	0
ENSG00000284171	0	0	0
MIR4315-2_ENSG00000284172	0	0	0
MIR6513_ENSG00000284173	0	0	0
MIR4763_ENSG00000284175	0	0	0
MIR5090_ENSG00000284176	0	0	0
MIR7-1_ENSG00000284179	0	0	0
MIR3606_ENSG00000284180	0	0	0
MIR143_ENSG00000284182	0	0	0
MIR6506_ENSG00000284184	0	0	0
MIR219A2_ENSG00000284185	0	0	0
MIR3615_ENSG00000284186	0	0	0
AL451007.3	0	0	0
MIR21_ENSG00000284190	0	0	0
MIR671_ENSG00000284191	0	31	0
MIR1257_ENSG00000284193	0	0	0
SCO2	5.91	3.13	2.05
MIR6852_ENSG00000284195	0	0	0
ENSG00000284196	0.02	0	0
MIR658_ENSG00000284197	0	0	0
MIR6847_ENSG00000284200	0	0	0
MIR137_ENSG00000284202	0	0	0
MIR29B2_ENSG00000284203	0	0	0
MIR19A_ENSG00000284204	0	0	0
CCNYL1B_ENSG00000284209	0	0	0
MIR29C_ENSG00000284214	0	0	0
MIR1909_ENSG00000284216	0	0	0
MIR202_ENSG00000284219	0	0	0
ENSG00000284221	0	0	0
MIR937_ENSG00000284224	0	0	0
MIR6848_ENSG00000284229	0	0	0
MIR424_ENSG00000284231	0	0	0
ENSG00000284233	0	0	0
TAF11L5	0	0	0
LINC02767	0	0	0
MIR1539_ENSG00000284239	0	0	0
LINC02801	0	0	0
ENSG00000284242	0	0	0
MIR6716_ENSG00000284246	0	0	0
MIR2682_ENSG00000284247	0	0	0
MIR6516_ENSG00000284250	0	0	0
MIR711_ENSG00000284251	0	0	0
MIR4444-1_ENSG00000284252	0	0	0
MIR1973_ENSG00000284253	0	0	0
MIR5004_ENSG00000284256	0	0	0
MIR8085_ENSG00000284258	0	0	0
MIR6773_ENSG00000284259	0	0	0
MIR4657_ENSG00000284261	0	0	0
ENSG00000284263	0	0	0
MIR4683_ENSG00000284265	0	0	0
MIR4534_ENSG00000284266	0	0	0
MIR1181_ENSG00000284268	0	0	0
MIR7855_ENSG00000284269	0	0	0
MIR4321_ENSG00000284272	0	0	0
MIR4800_ENSG00000284276	0	0	0
MIR7162_ENSG00000284277	0	0	0
MIR6843_ENSG00000284280	0	0	0
TAF11L4	0	0	0
MIR4712_ENSG00000284284	0	0	0
MIR718_ENSG00000284286	0	0	0
MIR378D2_ENSG00000284288	0	0	0
MIR6820_ENSG00000284289	0	0	0
MTCO2P10_ENSG00000284291	0	0	0
ENSG00000284292	1.23	2.73	1.85
MIR7113_ENSG00000284293	0	0	0
ENSG00000284294	0	0.06	0.01
ENSG00000284300	0	0	0
MIR3179-1_ENSG00000284305	0	0	0
SSU72P2	0	0	0
C2orf81	0.03	0	0
ENSG00000284309	0	0	0
MIR939_ENSG00000284310	0	0	0
MIR6742_ENSG00000284311	0	0	0
MIR7114_ENSG00000284317	0	0	0
MIR124-1_ENSG00000284321	0	0	0
MIR3175_ENSG00000284324	0	0	0
MIR3655_ENSG00000284325	0	0	0
ENSG00000284327	0	0	0
ENSG00000284328	0	0	0
MIR9-3_ENSG00000284329	0	0	0
MIR4741_ENSG00000284331	0	0	0
MIR1302-2_ENSG00000284332	0	0	0
MIR4651_ENSG00000284334	0	0	0
MIR2277_ENSG00000284336	0	0	0
ENSG00000284337	0	0	0
ENSG00000284341	0	0	0
MIR631_ENSG00000284343	0	0	0
MIR2117_ENSG00000284344	0	0	0
MIR940_ENSG00000284346	0	0	0
MIR3622A_ENSG00000284351	0	0	0
MIR142_ENSG00000284353	0	0	0
TAF11L10	0	0	0
MIR34A_ENSG00000284357	0	0	0
MIR6125_ENSG00000284360	0	0	0
MIR4745_ENSG00000284361	0	0	0
MIR519A2_ENSG00000284362	0	0	0
MIR224_ENSG00000284363	0	0	0
MIR6824_ENSG00000284364	0	0	0
MIR5047_ENSG00000284368	0	0	0
MIR4640_ENSG00000284370	0	0	0
MIR6808_ENSG00000284372	0	0	0
TAF11L2	0	0	0
MIR19B1_ENSG00000284375	0	0	0
ENSG00000284376	0	0	0
ENSG00000284377	0	0	0
MIR1244-1_ENSG00000284378	0	0	0
ENSG00000284380	0	0	0
MIR4313_ENSG00000284385	0	0	0
MIR147B_ENSG00000284386	0	0	0
MIR24-2_ENSG00000284387	0	0	0
MIR4496_ENSG00000284388	0	0	0
ENSG00000284391	0	0	0
ENSG00000284393	0	0	0
MIR4750_ENSG00000284394	0	0	0
AL032819.3	0	0	0
MIR3184_ENSG00000284399	0	0	0
MIR7107_ENSG00000284402	0	0	0
MIR5001_ENSG00000284407	0	0	0
MIR6733_ENSG00000284410	0	0	0
MIR3191_ENSG00000284411	0	0	0
MIR4649_ENSG00000284412	0	0	0
MIR1287_ENSG00000284415	0	0	0
MIR1908_ENSG00000284416	0	0	0
ENSG00000284418	0	0	0
MIR663A_ENSG00000284419	0	0	0
MIR7110_ENSG00000284421	0	0	0
MIR4724_ENSG00000284424	0	0	0
MIR8072_ENSG00000284425	0	0	0
MIR4647_ENSG00000284427	0	0	0
ENSG00000284428	0	0	0.28
ENSG00000284430	0	0	0
ENSG00000284431	0	0	0.07
MIR1914_ENSG00000284433	0	0	0
MIR4691_ENSG00000284435	0	0	0
MIR6869_ENSG00000284436	0	0	0
SSU72P7	0	0	0
TAF11L3	0	0	0
MIR122_ENSG00000284440	0	0	0
MIR2110_ENSG00000284442	0	0	0
MIR197_ENSG00000284443	0	0	0
MIR1236_ENSG00000284446	0	0	0
MIR9-2_ENSG00000284447	0	0	0
MIR6501_ENSG00000284448	0	0	0
MIR664B_ENSG00000284450	0	0	0
ENSG00000284452	0	0	0
MIR1-2_ENSG00000284453	0	0	0
MIR1304_ENSG00000284458	0	0	0
MIR24-1_ENSG00000284459	0	0	0
ENSG00000284461	0.19	0	0.04
MIR302B_ENSG00000284463	0	0	0
MIR1306_ENSG00000284464	0	0	0
TAF11L7	0	0	0
MIR6721_ENSG00000284469	0	0	0
ENSG00000284471	0	0	0
MIR4720_ENSG00000284473	0	0	0
ENSG00000284474	0	0	0
SMIM39	0	0	0
MIR1292_ENSG00000284481	0	0	0
MIR4680_ENSG00000284482	0	0	0
AC025287.4	0	0.13	0.04
MIR205_ENSG00000284485	0	0	0
MIR6890_ENSG00000284488	0	0	0
MIR6751_ENSG00000284489	0	0	0
ENSG00000284490	0	0	0
THSD8	0	0.16	0
MIR564_ENSG00000284498	0	0	0
MIR363_ENSG00000284499	0	0	0
ENSG00000284500	0	0	0
MIR3652_ENSG00000284503	0	0	0
LYNX1-SLURP2_ENSG00000284505	0	0	0
MIR133A2_ENSG00000284508	0	0	0
ENSG00000284512	0	0	0
ENSG00000284513	0	0	0
VAMP9P_ENSG00000284516	0	0	0
MIR6873_ENSG00000284517	0	0	0
MIR4658_ENSG00000284518	0	0	0
MIR6741_ENSG00000284519	0	0	0
MIRLET7B_ENSG00000284520	0	0	0
ENSG00000284522	0	0	0
ENSG00000284523	0	0	0
MIR4687_ENSG00000284525	0	0	0
ENSG00000284526	0	0.08	0
MIR4723_ENSG00000284532	0	0	0
ENSG00000284534	0	0	0
MIR6748_ENSG00000284535	0	0	0
MIR17_ENSG00000284536	0	0	0
MIR92A2_ENSG00000284538	0	0	0
ENSG00000284540	0	0.58	0
MIR4517_ENSG00000284541	0	0	0
MIR3614_ENSG00000284542	0	0	0
LINC01226	0.04	0	0.01
MIR330_ENSG00000284544	0	0	0
SSU72P3	0	0	0
MIR2861_ENSG00000284547	0	0	0
hsa-mir-8069-1_ENSG00000284550	0	0	0
MIR6886_ENSG00000284553	0	0	0
ENSG00000284554	0.01	0	0
MIR1302-10_ENSG00000284557	0	0	0
ENSG00000284558	0	0	0
MIR3064_ENSG00000284564	0	0	0
MIR451A_ENSG00000284565	0	0	0
MIR223_ENSG00000284567	0	0	0
MIR371B_ENSG00000284568	0	0	0
MIR7705_ENSG00000284570	0	0	0
ENSG00000284572	0	0	0
MIR6787_ENSG00000284574	0	0	0
MIR4793_ENSG00000284575	0	0	0
MIR935_ENSG00000284583	0	0	0
MIR5006_ENSG00000284584	0	0	0
MIR4722_ENSG00000284585	0	0	0
MIR92B_ENSG00000284586	0	0	0
MIR943_ENSG00000284587	0	0	0
ENSG00000284591	0	0	0
ENSG00000284592	0	0	0
MIR7847_ENSG00000284594	0	0	0
MIR6785_ENSG00000284595	0	0	0
MIR4467_ENSG00000284596	0	0	0
ENSG00000284600	0	0	0
ENSG00000284601	0	0.04	0
ENSG00000284602	0.09	0.01	0.08
ENSG00000284603	0	0	0
ENSG00000284604	0	0	0
ENPP7P15_ENSG00000284605	0	0	0
ENSG00000284606	0.06	0.14	0.2
ENSG00000284607	0	0	0
ENSG00000284608	0	0	0
OR8B3	0	0	0
ENSG00000284610	0	0	0
ENSG00000284611	0	0	0
ENSG00000284612	0	0	0
ENSG00000284613	0	0.16	0
ENSG00000284614	0	0	0
ENSG00000284615	0	0	0
ENSG00000284616	0	0	0
ENSG00000284617	0	0	0
ENSG00000284618	0	0.01	0
ENSG00000284619	0	0	0
ENSG00000284620	0	0	0
ENSG00000284621	0	0	0
SCYGR10_ENSG00000284622	0	0	0
LINC02786	0	0	0
ENSG00000284624	0.17	0.25	0.25
ENSG00000284625	0	0	0
ENSG00000284626	0.03	0	0.16
ENSG00000284627	0	0	0
ENSG00000284628	0	0	0
SCYGR1	0	0	0
ENSG00000284630	0	0	0
SCYGR4	0	0	0
ENSG00000284632	0	0	0
ENSG00000284633	0	0	0
ENSG00000284634	0	0	0.03
SCYGR8	0	0	0
ENSG00000284636	0	0	0
ENSG00000284637	0	0	0
AC005551.1	0.36	0.59	0.45
ENSG00000284639	0	0	0
ENSG00000284640	0	0	0
ENSG00000284641	0	0	0
ENSG00000284642	0.53	0.02	0.04
SCYGR2	0	0	0
ENSG00000284644	0.45	0.36	0
ENSG00000284645	0	0	0
ENSG00000284646	0	0	0
ENSG00000284648	0	0	0
ENSG00000284649	0	0	0
ENSG00000284650	0	0	0
ENSG00000284651	0	0	0
ENSG00000284652	0	0	0
ENSG00000284653	0	0	0
ENSG00000284654	0	0	0
ENSG00000284655	0	0	0
ENSG00000284656	0	0	0
ENSG00000284657	0	0	0
ENSG00000284658	0	0	0
ENSG00000284659	0	0	0
ENSG00000284660	0	0	7.45
ENSG00000284661	0	0	0
OR4F16	0	0	0
ENSG00000284663	0	0	0
ENSG00000284664	0	0	0
ENSG00000284665	0	0	0
ENSG00000284666	0	0	0
SCYGR5	0	0	0
LINC02780	0	0	0
ENSG00000284669	0.04	0.19	0.07
RPSAP56_ENSG00000284670	0	0	0
ENSG00000284671	0	0	0
ENSG00000284672	0	0	0
ENSG00000284673	0	0	0
LINC02781	0	0	0
ENSG00000284675	0	0	0
ENSG00000284676	0	0	0
ENSG00000284677	0	0	0
LINC02811	0	0	0
ENSG00000284679	0	0	0
OR8B2	0	0	0
ENSG00000284682	0	0	0
ENSG00000284684	0	0	0
ENSG00000284685	0	0	0
ENSG00000284686	0.02	0.12	0
ENSG00000284687	0	0	0
BTN1A1P1_ENSG00000284688	0	0	0
OR7E84P_ENSG00000284689	0	0	0
CD300H_ENSG00000284690	0	0	0
ENSG00000284691	0.24	0.06	0.46
ENSG00000284692	0	0	0
LINC02606	0	0.08	0.15
ENSG00000284694	0	0	0
ENSG00000284695	0.41	0	0
LINC02808	0	0	0
ENSG00000284697	0.04	0	0
ENSG00000284698	0	0	0
ENSG00000284699	0	0	0
ENSG00000284700	0	0	0
TMEM247	0	0	0
ENSG00000284702	0	0	0
ENSG00000284703	0	0	0
SCYGR3	0	0	0
ENSG00000284705	0	0	0
ENSG00000284706	0	0	0
ENSG00000284707	0	0	0.25
ENSG00000284708	0	0	0
ENSG00000284709	0	0	0
ENSG00000284710	0	0	0
ENSG00000284711	0	0	0
SMIM38	0.04	0.03	0
ENSG00000284715	0	0	0
ENSG00000284716	0	0	0
ENSG00000284717	0	0	0
SCYGR7	0	0	0
ENSG00000284719	0	0	0
ENSG00000284720	0	0	0
ENSG00000284721	0	0	0
ENSG00000284722	0	0	0
OR8S1	0	0	0
ENSG00000284724	0	0	0
SCYGR6	0	0	0
ENSG00000284726	0	0	0
ENSG00000284727	0	0	0
ENSG00000284728	0	0	0
C12orf81	0	0	0
ENSG00000284731	0	0	0
ENSG00000284732	0	0	0
OR4F29	0	0	0
ENSG00000284734	0	0	0
ENSG00000284735	0.07	0.14	0.34
RNA5SP343_ENSG00000284736	0	0	0
ENSG00000284738	0	0.12	0
ENSG00000284739	0	0	0
ENSG00000284740	0	0	0
OR11P1P_ENSG00000284742	0	0	0
ENSG00000284743	0	0	0
ENSG00000284744	0	0	0
ENSG00000284745	0	0	0
ENSG00000284746	0	0	0
ENSG00000284747	0.28	0.29	0.7
ENSG00000284748	0	0	0
EEF1AKMT4	0.49	0.17	0
PDE8B_ENSG00000284762	0	0	0
ENSG00000284763	0	0	0
TBCE_ENSG00000284770	2.55	3.53	2.44
ENSG00000284772	0	0	0
ENSG00000284773	0.1	0	0.09
ENSG00000284776	0.24	1.55	0.9
ENSG00000284779	0	0	0
ENSG00000284783	0	0	0
ENSG00000284788	0	0	0
SMIM41	0	0	0
AC008397.1	3.83	2.25	2.6
ENSG00000284800	0	0	0.01
ENSG00000284803	0	0	0
ENSG00000284808	0	0	0
ENSG00000284809	0	0	0
ENSG00000284820	0.4	0.24	0.07
ENSG00000284823	0	0	0
ENSG00000284825	0	0	0
ENSG00000284829	0	0	0
ENSG00000284830	0	0	0.03
ENSG00000284834	0	0	0
ENSG00000284837	0	0	0
ENSG00000284839	0	0	0
ENSG00000284840	0	0	0
FAM91A2P_ENSG00000284842	0	0	0
AP000812.4	0	0	0
ENSG00000284846	0	0	0
ENSG00000284847	0	0	0
LINC02359	0	0	0
ENSG00000284858	0.07	0	0.55
CCDC39	0	0	0.1
ENSG00000284867	0	0	0
OOSP1	0	0	0
ENSG00000284874	0	0	0
